UniteDescriptor;ClassNameForDebug;Nationalite;MotherCountry;UnitConcealmentBonus;ArmorDescriptorFront;ArmorDescriptorSides;ArmorDescriptorRear;ArmorDescriptorTop;MaxDamages;HitRollECM;NbSoldatInGroupeCombat;MaxSpeed;RoadSpeed;SpeedBonusOnRoad;MaxAcceleration;MaxDeceleration;TempsDemiTour;FuelCapacity;FuelMoveDuration;Autonomy;OpticalStrength;OpticalStrengthAltitude;IdentifyBaseProbability;TimeBetweenEachIdentifyRoll;TransportedSoldier;IsTowable;ProductionYear;UnitAttackValue;UnitDefenseValue;EvacuationTime;TravelDuration;RoleList;SpecialtiesList;Factory;Resource_CommandPoints;Resource_Tickets;RevealInfluence;UpgradeFromUnit;SupplyCapacity;UnlockableOrders;WeaponDescriptor;DeploymentShift;Altitude;AltitudeMax;AltitudeMin;AltitudeMinForRoll;MinRollSpeedForRoll;Speed;AgilityRadius;PitchAngle;RollAngle;PitchSpeed;RollSpeed;UpwardSpeed;TorqueManoeuvrability;CyclicManoeuvrability;MaxInclination;GFactorLimit;RotorArea
"Descriptor_Unit_HvyScout_DDR";"Unit_HvyScout_DDR";"ENationaliteAxis";"DDR";2.5;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";7.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;191.025;40;0.56;4.0;"HvyScout_DDR";0;1981;15;25;;;"tank_B";"['reco']";"EDefaultFactoriesRecons";60;3;0;"Descriptor_Unit_Scout_DDR";;"Descriptor_OrderAvailability_HvyScout_DDR";"WeaponDescriptor_HvyScout_DDR";2473.4982332155478;;;;;;;;;;;;;;;;;
"Descriptor_Unit_HvyScout_SOV";"Unit_HvyScout_SOV";"ENationaliteAxis";"SOV";2.5;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";7.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;191.025;40;0.56;4.0;"HvyScout_SOV";0;1981;15;25;;;"tank_D";"['reco']";"EDefaultFactoriesRecons";45;3;0;"Descriptor_Unit_Scout_SOV";;"Descriptor_OrderAvailability_HvyScout_SOV";"WeaponDescriptor_HvyScout_SOV";2473.4982332155478;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Iltis_MILAN_RFA";"Unit_Iltis_MILAN_RFA";"ENationaliteAllied";"RFA";2.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";4.0;0.0;;99.0;;0.36363636363636354;33.75;69.75;3.0;300;800.0;;84.9;40;0.26;8.0;"Iltis_MILAN_RFA";0;0;1;1;;;"tank_D";"['AT']";"EDefaultFactoriesTanks";20;2;0;;;"Descriptor_OrderAvailability_Iltis_MILAN_RFA";"WeaponDescriptor_Iltis_MILAN_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Iltis_RFA";"Unit_Iltis_RFA";"ENationaliteAllied";"RFA";1.5;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";4.0;0.0;;99.0;;0.36363636363636354;33.75;69.75;3.0;85;700.0;;84.9;20;0.26;8.0;"Iltis_RFA";0;1984;1;1;;;"tank_D";"['hq']";"EDefaultFactoriesLogistic";100;4;1;;;"Descriptor_OrderAvailability_Iltis_RFA";;;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Iltis_reco_RFA";"Unit_Iltis_reco_RFA";"ENationaliteAllied";"RFA";2.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";4.0;0.0;;99.0;;0.36363636363636354;33.75;69.75;3.0;319;850.0;;127.35;40;0.4;5.0;"Iltis_reco_RFA";0;0;1;1;;;"tank_D";"['reco']";"EDefaultFactoriesRecons";40;1;0;;;"Descriptor_OrderAvailability_Iltis_reco_RFA";"WeaponDescriptor_Iltis_reco_RFA";2473.4982332155478;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Iltis_trans_RFA";"Unit_Iltis_trans_RFA";"ENationaliteAllied";"RFA";1.5;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";4.0;0.0;;72.0;;0.875;33.75;69.75;4.0;65;1000.0;;42.45;10;0.13;15.0;"Iltis_trans_RFA";0;1984;1;1;;;"tank_D";"['transport']";"EDefaultFactoriesInfantry";20;1;1;;;"Descriptor_OrderAvailability_Iltis_trans_RFA";;;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Jager_Aufk_RFA";"Unit_Jager_Aufk_RFA";"ENationaliteAllied";"RFA";2.5;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";11.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;191.025;40;0.56;4.0;"Jager_Aufk_RFA";0;1981;15;25;;;"tank_A";"['reco']";"EDefaultFactoriesRecons";75;3;0;"Descriptor_Unit_Scout_RFA";;"Descriptor_OrderAvailability_Jager_Aufk_RFA";"WeaponDescriptor_Jager_Aufk_RFA";2473.4982332155478;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Jager_CMD_RFA";"Unit_Jager_CMD_RFA";"ENationaliteAllied";"RFA";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";4.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;20;0.26;8.0;"Jager_CMD_RFA";0;1981;15;25;;;"tank_B";"['hq']";"EDefaultFactoriesInfantry";125;5;0;;;"Descriptor_OrderAvailability_Jager_CMD_RFA";"WeaponDescriptor_Jager_CMD_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Jager_RFA";"Unit_Jager_RFA";"ENationaliteAllied";"RFA";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";11.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Jager_RFA";0;1981;15;25;;;"tank_B";"['infantry']";"EDefaultFactoriesInfantry";50;2;0;"Descriptor_Unit_Jager_CMD_RFA";;"Descriptor_OrderAvailability_Jager_RFA";"WeaponDescriptor_Jager_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Jaguar_1_RFA";"Unit_Jaguar_1_RFA";"ENationaliteAllied";"RFA";1.5;"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Vehicule_2";10.0;0.0;;63.0;;0.5714285714285714;22.5;69.75;5.0;350;500.0;;84.9;40;0.26;8.0;"Jaguar_1_RFA";0;1987;1;1;;;"tank_A";"['AT']";"EDefaultFactoriesTanks";95;2;0;"Descriptor_Unit_KanJagdPanzer_RFA";;"Descriptor_OrderAvailability_Jaguar_1_RFA";"WeaponDescriptor_Jaguar_1_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Jaguar_2_RFA";"Unit_Jaguar_2_RFA";"ENationaliteAllied";"RFA";1.5;"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Vehicule_2";10.0;0.0;;63.0;;0.5714285714285714;22.5;69.75;5.0;350;500.0;;84.9;40;0.26;8.0;"Jaguar_2_RFA";0;1987;1;1;;;"tank_A";"['AT']";"EDefaultFactoriesTanks";105;2;0;"Descriptor_Unit_Jaguar_1_RFA";;"Descriptor_OrderAvailability_Jaguar_2_RFA";"WeaponDescriptor_Jaguar_2_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_KSM_CMD_RFA";"Unit_KSM_CMD_RFA";"ENationaliteAllied";"RFA";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";2.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;20;0.26;8.0;"KSM_CMD_RFA";0;0;15;25;;;"tank_D";"['hq']";"EDefaultFactoriesInfantry";105;5;0;;;"Descriptor_OrderAvailability_KSM_CMD_RFA";"WeaponDescriptor_KSM_CMD_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_KanJagdPanzer_RFA";"Unit_KanJagdPanzer_RFA";"ENationaliteAllied";"RFA";1.5;"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Vehicule_2";10.0;0.0;;63.0;;0.5714285714285714;22.5;69.75;5.0;960;500.0;;84.9;40;0.26;8.0;"KanJagdPanzer_RFA";0;1981;1;1;;;"tank_D";"['AT']";"EDefaultFactoriesTanks";35;2;0;;;"Descriptor_OrderAvailability_KanJagdPanzer_RFA";"WeaponDescriptor_KanJagdPanzer_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_KdA_CMD_DDR";"Unit_KdA_CMD_DDR";"ENationaliteAxis";"DDR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";6.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;20;0.26;8.0;"KdA_CMD_DDR";0;0;15;25;;;"tank_D";"['hq']";"EDefaultFactoriesInfantry";110;5;0;;;"Descriptor_OrderAvailability_KdA_CMD_DDR";"WeaponDescriptor_KdA_CMD_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_KdA_DDR";"Unit_KdA_DDR";"ENationaliteAxis";"DDR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";14.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"KdA_DDR";0;0;15;25;;;"tank_A";"['infantry']";"EDefaultFactoriesInfantry";50;2;0;"Descriptor_Unit_KdA_CMD_DDR";;"Descriptor_OrderAvailability_KdA_DDR";"WeaponDescriptor_KdA_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_LRRP_UK";"Unit_LRRP_UK";"ENationaliteAllied";"UK";2.5;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";4.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;191.025;40;0.56;4.0;"LRRP_UK";0;1981;15;25;;;"tank_D";"['reco']";"EDefaultFactoriesRecons";60;3;0;;;"Descriptor_OrderAvailability_LRRP_UK";"WeaponDescriptor_LRRP_UK";2473.4982332155478;;;;;;;;;;;;;;;;;
"Descriptor_Unit_LRRP_US";"Unit_LRRP_US";"ENationaliteAllied";"US";2.5;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";6.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;191.025;40;0.56;4.0;"LRRP_US";0;1981;15;25;;;"tank_A";"['reco']";"EDefaultFactoriesRecons";70;3;0;"Descriptor_Unit_Scout_US";;"Descriptor_OrderAvailability_LRRP_US";"WeaponDescriptor_LRRP_US";2473.4982332155478;;;;;;;;;;;;;;;;;
"Descriptor_Unit_LandRover_CMD_UK";"Unit_LandRover_CMD_UK";"ENationaliteAllied";"UK";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";4.0;0.0;;94.5;;0.4285714285714286;33.75;69.75;3.0;300;650.0;;84.9;20;0.26;8.0;"LandRover_CMD_UK";0;0;1;1;;;"tank_D";"['hq']";"EDefaultFactoriesLogistic";100;4;0;;;"Descriptor_OrderAvailability_LandRover_CMD_UK";;;;;;;;;;;;;;;;;;;
"Descriptor_Unit_LandRover_UK";"Unit_LandRover_UK";"ENationaliteAllied";"UK";1.5;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";4.0;0.0;;94.5;;0.4285714285714286;33.75;69.75;3.0;300;650.0;;42.45;10;0.13;15.0;"LandRover_UK";0;0;1;1;;;"tank_D";"['transport']";"EDefaultFactoriesInfantry";20;1;0;;;"Descriptor_OrderAvailability_LandRover_UK";;;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Lars_2_RFA";"Unit_Lars_2_RFA";"ENationaliteAllied";"RFA";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;;81.0;;0.6666666666666667;33.75;69.75;3.0;1000;500.0;;42.45;10;0.13;15.0;"Lars_2_RFA";0;1986;60;60;;;"tank_D";"['mlrs']";"EDefaultFactoriesSupport";120;10;0;;;"Descriptor_OrderAvailability_Lars_2_RFA";"WeaponDescriptor_Lars_2_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Leopard_1A1_CMD_RFA";"Unit_Leopard_1A1_CMD_RFA";"ENationaliteAllied";"RFA";1.0;"ArmorDescriptor_Blindage_7";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";10.0;0.0;;58.5;;0.6923076923076923;22.5;45.0;7.0;1500;500.0;;84.9;20;0.26;8.0;"Leopard_1A1_CMD_RFA";0;0;60;60;;;"tank_D";"['hq']";"EDefaultFactoriesTanks";180;9;0;;;"Descriptor_OrderAvailability_Leopard_1A1_CMD_RFA";"WeaponDescriptor_Leopard_1A1_CMD_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Leopard_1A1_RFA";"Unit_Leopard_1A1_RFA";"ENationaliteAllied";"RFA";1.0;"ArmorDescriptor_Blindage_7";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";10.0;0.0;;58.5;;0.6923076923076923;22.5;45.0;7.0;1000;600.0;;63.675;20;0.2;10.0;"Leopard_1A1_RFA";0;1985;60;60;;;"tank_D";"['armor']";"EDefaultFactoriesTanks";80;5;0;"Descriptor_Unit_Leopard_1A1_CMD_RFA";;"Descriptor_OrderAvailability_Leopard_1A1_RFA";"WeaponDescriptor_Leopard_1A1_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Leopard_1A5_CMD_RFA";"Unit_Leopard_1A5_CMD_RFA";"ENationaliteAllied";"RFA";1.0;"ArmorDescriptor_Blindage_7";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";10.0;0.0;;58.5;;0.6923076923076923;22.5;45.0;7.0;1500;500.0;;84.9;20;0.26;8.0;"Leopard_1A5_CMD_RFA";0;0;60;60;;;"tank_D";"['hq']";"EDefaultFactoriesTanks";200;9;0;;;"Descriptor_OrderAvailability_Leopard_1A5_CMD_RFA";"WeaponDescriptor_Leopard_1A5_CMD_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Leopard_1A5_RFA";"Unit_Leopard_1A5_RFA";"ENationaliteAllied";"RFA";1.0;"ArmorDescriptor_Blindage_7";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";10.0;0.0;;58.5;;0.6923076923076923;22.5;45.0;7.0;1350;450.0;;63.675;20;0.2;10.0;"Leopard_1A5_RFA";0;0;60;60;;;"tank_D";"['armor']";"EDefaultFactoriesTanks";100;5;0;"Descriptor_Unit_Leopard_1A5_CMD_RFA";;"Descriptor_OrderAvailability_Leopard_1A5_RFA";"WeaponDescriptor_Leopard_1A5_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Leopard_2A3_CMD_RFA";"Unit_Leopard_2A3_CMD_RFA";"ENationaliteAllied";"RFA";1.0;"ArmorDescriptor_Blindage_19";"ArmorDescriptor_Blindage_9";"ArmorDescriptor_Blindage_4";"ArmorDescriptor_Blindage_3";10.0;0.0;;63.0;;0.5714285714285714;22.5;69.75;5.0;1500;500.0;;84.9;20;0.26;8.0;"Leopard_2A3_CMD_RFA";0;0;60;60;;;"tank_A";"['hq']";"EDefaultFactoriesTanks";370;9;0;;;"Descriptor_OrderAvailability_Leopard_2A3_CMD_RFA";"WeaponDescriptor_Leopard_2A3_CMD_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Leopard_2A3_RFA";"Unit_Leopard_2A3_RFA";"ENationaliteAllied";"RFA";1.0;"ArmorDescriptor_Blindage_19";"ArmorDescriptor_Blindage_9";"ArmorDescriptor_Blindage_4";"ArmorDescriptor_Blindage_3";10.0;0.0;;63.0;;0.5714285714285714;22.5;69.75;5.0;1350;450.0;;63.675;20;0.2;10.0;"Leopard_2A3_RFA";0;0;60;60;;;"tank_A";"['armor']";"EDefaultFactoriesTanks";270;5;0;"Descriptor_Unit_Leopard_2A3_CMD_RFA";;"Descriptor_OrderAvailability_Leopard_2A3_RFA";"WeaponDescriptor_Leopard_2A3_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Leopard_2A4_RFA";"Unit_Leopard_2A4_RFA";"ENationaliteAllied";"RFA";1.0;"ArmorDescriptor_Blindage_20";"ArmorDescriptor_Blindage_10";"ArmorDescriptor_Blindage_4";"ArmorDescriptor_Blindage_3";10.0;0.0;;63.0;;0.5714285714285714;22.5;69.75;5.0;1200;550.0;;63.675;20;0.2;10.0;"Leopard_2A4_RFA";0;1985;60;60;;;"tank_A";"['armor']";"EDefaultFactoriesTanks";315;5;0;"Descriptor_Unit_Leopard_2A3_RFA";;"Descriptor_OrderAvailability_Leopard_2A4_RFA";"WeaponDescriptor_Leopard_2A4_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Luchs_A1_RFA";"Unit_Luchs_A1_RFA";"ENationaliteAllied";"RFA";1.5;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";10.0;0.0;;72.0;;0.875;33.75;69.75;4.0;500;800.0;;191.025;40;0.56;4.0;"Luchs_A1_RFA";0;1987;1;1;;;"tank_C";"['reco']";"EDefaultFactoriesRecons";60;2;0;;;"Descriptor_OrderAvailability_Luchs_A1_RFA";"WeaponDescriptor_Luchs_A1_RFA";2473.4982332155478;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M1025_Humvee_AGL_US";"Unit_M1025_Humvee_AGL_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";6.0;0.0;;81.0;;0.6666666666666667;33.75;69.75;3.0;100;750.0;;127.35;40;0.4;5.0;"M1025_Humvee_AGL_US";0;1987;1;1;;;"tank_C";"['reco']";"EDefaultFactoriesRecons";45;1;0;"Descriptor_Unit_M113A1_TOW_US";;"Descriptor_OrderAvailability_M1025_Humvee_AGL_US";"WeaponDescriptor_M1025_Humvee_AGL_US";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M1025_Humvee_CMD_para_US";"Unit_M1025_Humvee_CMD_para_US";"ENationaliteAllied";"US";1.5;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";6.0;0.0;;81.0;;0.6666666666666667;33.75;69.75;3.0;100;750.0;;84.9;20;0.26;8.0;"M1025_Humvee_CMD_para_US";0;1984;1;1;;;"tank_D";"['hq']";"EDefaultFactoriesLogistic";105;4;1;;;"Descriptor_OrderAvailability_M1025_Humvee_CMD_para_US";;3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M1025_Humvee_TOW_para_US";"Unit_M1025_Humvee_TOW_para_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";6.0;0.0;;81.0;;0.6666666666666667;33.75;69.75;3.0;100;750.0;;84.9;40;0.26;8.0;"M1025_Humvee_TOW_para_US";0;1984;1;1;;;"tank_C";"['AT']";"EDefaultFactoriesTanks";90;2;0;;;"Descriptor_OrderAvailability_M1025_Humvee_TOW_para_US";"WeaponDescriptor_M1025_Humvee_TOW_para_US";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M1025_Humvee_scout_US";"Unit_M1025_Humvee_scout_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";6.0;0.0;;81.0;;0.6666666666666667;33.75;69.75;3.0;100;750.0;;127.35;40;0.4;5.0;"M1025_Humvee_scout_US";0;1984;1;1;;;"tank_D";"['reco']";"EDefaultFactoriesRecons";20;1;1;"Descriptor_Unit_M151A2_scout_US";;"Descriptor_OrderAvailability_M1025_Humvee_scout_US";"WeaponDescriptor_M1025_Humvee_scout_US";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M1038_Humvee_US";"Unit_M1038_Humvee_US";"ENationaliteAllied";"US";1.5;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";6.0;0.0;;72.0;;0.875;33.75;69.75;4.0;100;750.0;;42.45;10;0.13;15.0;"M1038_Humvee_US";0;1984;1;1;;;"tank_D";"['transport']";"EDefaultFactoriesInfantry";20;1;1;"Descriptor_Unit_M998_Humvee_US";;"Descriptor_OrderAvailability_M1038_Humvee_US";;;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M106A2_HOWZ_US";"Unit_M106A2_HOWZ_US";"ENationaliteAllied";"US";1.0;"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;;58.5;;0.6923076923076923;22.5;45.0;7.0;360;500.0;;42.45;10;0.13;15.0;"M106A2_HOWZ_US";0;1964;60;60;;;"tank_A";"['mortar']";"EDefaultFactoriesSupport";90;2;0;"Descriptor_Unit_M125_HOWZ_US";;"Descriptor_OrderAvailability_M106A2_HOWZ_US";"WeaponDescriptor_M106A2_HOWZ_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M109A2_HOWZ_US";"Unit_M109A2_HOWZ_US";"ENationaliteAllied";"US";1.0;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";10.0;0.0;;45.0;;1.0;18.0;45.0;8.0;500;350.0;;42.45;10;0.13;15.0;"M109A2_HOWZ_US";0;1976;60;60;;;"tank_C";"['howitzer']";"EDefaultFactoriesSupport";200;4;0;;;"Descriptor_OrderAvailability_M109A2_HOWZ_US";"WeaponDescriptor_M109A2_HOWZ_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M109A2_UK";"Unit_M109A2_UK";"ENationaliteAllied";"UK";1.0;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";10.0;0.0;;54.0;;0.8333333333333333;22.5;45.0;7.0;500;350.0;;42.45;10;0.13;15.0;"M109A2_UK";0;1976;60;60;;;"tank_C";"['howitzer']";"EDefaultFactoriesSupport";200;4;0;"Descriptor_Unit_FV433_Abbot_UK";;"Descriptor_OrderAvailability_M109A2_UK";"WeaponDescriptor_M109A2_UK";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M109A3G_HOWZ_RFA";"Unit_M109A3G_HOWZ_RFA";"ENationaliteAllied";"RFA";1.0;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";10.0;0.0;;45.0;;1.0;18.0;45.0;8.0;500;350.0;;42.45;10;0.13;15.0;"M109A3G_HOWZ_RFA";0;0;60;60;;;"tank_B";"['howitzer']";"EDefaultFactoriesSupport";210;4;0;;;"Descriptor_OrderAvailability_M109A3G_HOWZ_RFA";"WeaponDescriptor_M109A3G_HOWZ_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M110A2_HOWZ_US";"Unit_M110A2_HOWZ_US";"ENationaliteAllied";"US";1.0;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;;45.0;;1.0;18.0;45.0;8.0;1000;500.0;;42.45;10;0.13;15.0;"M110A2_HOWZ_US";0;1978;60;60;;;"tank_B";"['howitzer']";"EDefaultFactoriesSupport";260;4;0;"Descriptor_Unit_M109A2_HOWZ_US";;"Descriptor_OrderAvailability_M110A2_HOWZ_US";"WeaponDescriptor_M110A2_HOWZ_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M110A2_Howz_RFA";"Unit_M110A2_Howz_RFA";"ENationaliteAllied";"RFA";1.0;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;;45.0;;1.2000000000000002;18.0;45.0;8.0;800;400.0;;42.45;10;0.13;15.0;"M110A2_Howz_RFA";0;0;60;60;;;"tank_B";"['howitzer']";"EDefaultFactoriesSupport";260;4;0;"Descriptor_Unit_M109A3G_HOWZ_RFA";;"Descriptor_OrderAvailability_M110A2_Howz_RFA";"WeaponDescriptor_M110A2_Howz_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M113A1G_RFA";"Unit_M113A1G_RFA";"ENationaliteAllied";"RFA";1.0;"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";10.0;0.0;;58.5;;0.6923076923076923;22.5;45.0;7.0;360;480.0;;42.45;10;0.13;15.0;"M113A1G_RFA";0;1964;1;1;;;"tank_B";"['transport']";"EDefaultFactoriesTanks";20;1;0;;;"Descriptor_OrderAvailability_M113A1G_RFA";"WeaponDescriptor_M113A1G_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M113A1G_reco_RFA";"Unit_M113A1G_reco_RFA";"ENationaliteAllied";"RFA";1.5;"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";10.0;0.0;;58.5;;0.6923076923076923;22.5;45.0;7.0;1100;550.0;;127.35;40;0.4;5.0;"M113A1G_reco_RFA";0;0;1;1;;;"tank_D";"['reco']";"EDefaultFactoriesRecons";25;2;0;;;"Descriptor_OrderAvailability_M113A1G_reco_RFA";"WeaponDescriptor_M113A1G_reco_RFA";2473.4982332155478;;;;;;;;;;;;;;;;;
