UniteDescriptor;ClassNameForDebug;Nationalite;MotherCountry;UnitConcealmentBonus;ArmorDescriptorFront;ArmorDescriptorSides;ArmorDescriptorRear;ArmorDescriptorTop;MaxDamages;HitRollECM;Dangerousness;NbSoldatInGroupeCombat;MaxSpeed;RoadSpeed;SpeedBonusOnRoad;MaxAcceleration;MaxDeceleration;TempsDemiTour;FuelCapacity;FuelMoveDuration;Autonomy;OpticalStrength;OpticalStrengthAltitude;IdentifyBaseProbability;TimeBetweenEachIdentifyRoll;ProductionYear;IsTransporter;IsPlane;UnitAttackValue;UnitDefenseValue;EvacuationTime;TravelDuration;RoleList;SpecialtiesList;Factory;Resource_CommandPoints;RevealInfluence;UpgradeFromUnit;SupplyCapacity;UnlockableOrders;WeaponDescriptor;DeploymentShift;Altitude;AltitudeMax;AltitudeMin;AltitudeMinForRoll;MinRollSpeedForRoll;Speed;AgilityRadius;PitchAngle;RollAngle;PitchSpeed;RollSpeed;UpwardSpeed;TorqueManoeuvrability;CyclicManoeuvrability;MaxInclination;GFactorLimit;RotorArea
"Descriptor_Unit_M1A1HA_Abrams_CMD_US";"Unit_M1A1HA_Abrams_CMD_US";"Allied";"US";1.0;"ArmorDescriptor_Blindage_20";"ArmorDescriptor_Blindage_8";"ArmorDescriptor_Blindage_4";"ArmorDescriptor_Blindage_4";10.0;0.0;128.15;;58.5;;0.6923076923076923;22.5;45.0;7.0;1900;425.0;;80;20;0.26;8.0;1989;0;0;17;17;;;"tank_A";"['hq']";"Tanks";405;0;;;"Descriptor_OrderAvailability_M1A1HA_Abrams_CMD_US";"WeaponDescriptor_M1A1HA_Abrams_CMD_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M1A1HA_Abrams_US";"Unit_M1A1HA_Abrams_US";"Allied";"US";1.0;"ArmorDescriptor_Blindage_20";"ArmorDescriptor_Blindage_8";"ArmorDescriptor_Blindage_4";"ArmorDescriptor_Blindage_4";10.0;0.0;128.15;;58.5;;0.6923076923076923;22.5;45.0;7.0;1900;425.0;;80;20;0.26;8.0;1989;0;0;17;17;;;"tank_A";"['armor']";"Tanks";305;0;"Descriptor_Unit_M1A1HA_Abrams_CMD_US";;"Descriptor_OrderAvailability_M1A1HA_Abrams_US";"WeaponDescriptor_M1A1HA_Abrams_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M1A1_Abrams_CMD_US";"Unit_M1A1_Abrams_CMD_US";"Allied";"US";1.0;"ArmorDescriptor_Blindage_17";"ArmorDescriptor_Blindage_7";"ArmorDescriptor_Blindage_4";"ArmorDescriptor_Blindage_3";10.0;0.0;122.55000000000001;;58.5;;0.6923076923076923;22.5;45.0;7.0;1900;500.0;;80;20;0.26;8.0;1985;0;0;17;17;;;"tank_A";"['hq']";"Tanks";335;0;;;"Descriptor_OrderAvailability_M1A1_Abrams_CMD_US";"WeaponDescriptor_M1A1_Abrams_CMD_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M1A1_Abrams_US";"Unit_M1A1_Abrams_US";"Allied";"US";1.0;"ArmorDescriptor_Blindage_17";"ArmorDescriptor_Blindage_7";"ArmorDescriptor_Blindage_4";"ArmorDescriptor_Blindage_3";10.0;0.0;122.55000000000001;;58.5;;0.6923076923076923;22.5;45.0;7.0;1900;435.0;;80;20;0.26;8.0;1985;0;0;13;13;;;"tank_B";"['armor']";"Tanks";235;0;"Descriptor_Unit_M1A1_Abrams_CMD_US";;"Descriptor_OrderAvailability_M1A1_Abrams_US";"WeaponDescriptor_M1A1_Abrams_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M1_Abrams_CMD_US";"Unit_M1_Abrams_CMD_US";"Allied";"US";1.0;"ArmorDescriptor_Blindage_15";"ArmorDescriptor_Blindage_6";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_3";10.0;0.0;114.2;;67.5;;0.46666666666666656;22.5;69.75;5.0;1900;435.0;;80;20;0.26;8.0;1984;0;0;13;13;;;"tank_B";"['hq']";"Tanks";240;0;;;"Descriptor_OrderAvailability_M1_Abrams_CMD_US";"WeaponDescriptor_M1_Abrams_CMD_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M1_Abrams_US";"Unit_M1_Abrams_US";"Allied";"US";1.0;"ArmorDescriptor_Blindage_15";"ArmorDescriptor_Blindage_6";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_3";10.0;0.0;114.2;;67.5;;0.46666666666666656;22.5;69.75;5.0;1900;440.0;;80;20;0.26;8.0;1980;0;0;9;9;;;"tank_C";"['armor']";"Tanks";140;0;"Descriptor_Unit_M1_Abrams_CMD_US";;"Descriptor_OrderAvailability_M1_Abrams_US";"WeaponDescriptor_M1_Abrams_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M270_MLRS_RFA";"Unit_M270_MLRS_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";10.0;0.0;66.66666666666667;;40.5;;1.4444444444444446;22.5;45.0;7.0;1000;500.0;;40;10;0.13;15.0;1986;0;0;5;1;;;"tank_A";"['mlrs']";"Support";400;0;"Descriptor_Unit_Lars_2_RFA";;"Descriptor_OrderAvailability_M270_MLRS_RFA";"WeaponDescriptor_M270_MLRS_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M270_MLRS_US";"Unit_M270_MLRS_US";"Allied";"US";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";10.0;0.0;66.66666666666667;;40.5;;1.4444444444444446;22.5;45.0;7.0;1000;500.0;;40;10;0.13;15.0;1986;0;0;5;1;;;"tank_A";"['mlrs']";"Support";400;0;"Descriptor_Unit_M270_MLRS_cluster_US";;"Descriptor_OrderAvailability_M270_MLRS_US";"WeaponDescriptor_M270_MLRS_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M270_MLRS_cluster_US";"Unit_M270_MLRS_cluster_US";"Allied";"US";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";10.0;0.0;53.333333333333336;;40.5;;1.4444444444444446;22.5;45.0;7.0;1000;500.0;;40;10;0.13;15.0;1986;0;0;4;1;;;"tank_B";"['mlrs']";"Support";320;0;;;"Descriptor_OrderAvailability_M270_MLRS_cluster_US";"WeaponDescriptor_M270_MLRS_cluster_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M2A2_Bradley_IFV_US";"Unit_M2A2_Bradley_IFV_US";"Allied";"US";1.0;"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;63.96;;58.5;;0.6923076923076923;22.5;45.0;7.0;750;480.0;;60;20;0.2;10.0;1985;1;0;1;1;;;"tank_A";"['ifv']";"Tanks";55;0;;;"Descriptor_OrderAvailability_M2A2_Bradley_IFV_US";"WeaponDescriptor_M2A2_Bradley_IFV_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M35_supply_US";"Unit_M35_supply_US";"Allied";"US";1.0;"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";5.0;0.0;;;54.0;;1.5;33.75;69.75;4.0;;;;40;10;0.13;15.0;1982;0;0;1;1;;;"tank_C";"['supply']";"Logistic";25;1;;800.0;"Descriptor_OrderAvailability_M35_supply_US";;;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M35_trans_US";"Unit_M35_trans_US";"Allied";"US";1.0;"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";5.0;0.0;;;54.0;;1.5;33.75;69.75;4.0;300;800.0;;40;10;0.13;15.0;1982;1;0;1;1;;;"tank_C";"['transport']";"Infantry";15;1;"Descriptor_Unit_M998_Humvee_US";;"Descriptor_OrderAvailability_M35_trans_US";;;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M3A1_Bradley_CFV_US";"Unit_M3A1_Bradley_CFV_US";"Allied";"US";1.5;"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;105.96000000000001;;63.0;;0.5714285714285714;22.5;69.75;5.0;750;480.0;;120;40;0.4;5.0;1985;1;0;1;1;;;"tank_A";"['reco']";"Recons";90;0;;;"Descriptor_OrderAvailability_M3A1_Bradley_CFV_US";"WeaponDescriptor_M3A1_Bradley_CFV_US";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M48A2C_RFA";"Unit_M48A2C_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Blindage_5";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;60.0;;45.0;;1.2000000000000002;18.0;45.0;8.0;1350;450.0;;60;20;0.2;10.0;0;0;0;5;5;;;"tank_D";"['armor']";"Tanks";40;0;;;"Descriptor_OrderAvailability_M48A2C_RFA";"WeaponDescriptor_M48A2C_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M48A2GA2_RFA";"Unit_M48A2GA2_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Blindage_5";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;75.19999999999999;;45.0;;1.2000000000000002;18.0;45.0;8.0;1350;450.0;;60;20;0.2;10.0;0;0;0;5;5;;;"tank_D";"['armor']";"Tanks";50;0;"Descriptor_Unit_M48A2C_RFA";;"Descriptor_OrderAvailability_M48A2GA2_RFA";"WeaponDescriptor_M48A2GA2_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M48_Chaparral_MIM72F_US";"Unit_M48_Chaparral_MIM72F_US";"Allied";"US";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";10.0;0.0;38.4;;54.0;;0.8333333333333333;22.5;45.0;7.0;420;410.0;;60;120;0.2;10.0;1984;0;0;1;2;;;"tank_D";"['AA']";"AT";80;0;;;"Descriptor_OrderAvailability_M48_Chaparral_MIM72F_US";"WeaponDescriptor_M48_Chaparral_MIM72F_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M577_RFA";"Unit_M577_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;;;58.5;;0.6923076923076923;22.5;45.0;7.0;375;500.0;;80;20;0.26;8.0;0;0;0;1;2;;;"tank_D";"['hq']";"Logistic";100;0;;;"Descriptor_OrderAvailability_M577_RFA";;;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M577_US";"Unit_M577_US";"Allied";"US";1.0;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;;;54.0;;0.8333333333333333;22.5;45.0;7.0;350;500.0;;80;20;0.26;8.0;1964;0;0;1;2;;;"tank_D";"['hq']";"Logistic";100;1;;;"Descriptor_OrderAvailability_M577_US";;;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M60A3_CMD_US";"Unit_M60A3_CMD_US";"Allied";"US";1.0;"ArmorDescriptor_Blindage_10";"ArmorDescriptor_Blindage_5";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";10.0;0.0;100.3;;54.0;;0.8333333333333333;22.5;45.0;7.0;1450;520.0;;80;20;0.26;8.0;1978;0;0;13;13;;;"tank_B";"['hq']";"Tanks";180;0;;;"Descriptor_OrderAvailability_M60A3_CMD_US";"WeaponDescriptor_M60A3_CMD_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M60A3_Patton_US";"Unit_M60A3_Patton_US";"Allied";"US";1.0;"ArmorDescriptor_Blindage_10";"ArmorDescriptor_Blindage_5";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";10.0;0.0;100.3;;54.0;;0.8333333333333333;22.5;45.0;7.0;1450;520.0;;80;20;0.26;8.0;1978;0;0;9;9;;;"tank_C";"['armor']";"Tanks";80;0;"Descriptor_Unit_M60A3_CMD_US";;"Descriptor_OrderAvailability_M60A3_Patton_US";"WeaponDescriptor_M60A3_Patton_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M728_CEV_US";"Unit_M728_CEV_US";"Allied";"US";1.0;"ArmorDescriptor_Blindage_13";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";10.0;0.0;85.0;;36.0;;1.75;18.0;45.0;10.0;1500;500.0;;60;20;0.2;10.0;1978;0;0;9;9;;;"tank_C";"['armor']";"Tanks";105;0;;;"Descriptor_OrderAvailability_M728_CEV_US";"WeaponDescriptor_M728_CEV_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M901A1_ITW_US";"Unit_M901A1_ITW_US";"Allied";"US";1.5;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;84.0;;58.5;;0.6923076923076923;22.5;45.0;7.0;360;480.0;;80;40;0.26;8.0;1989;0;0;1;1;;;"tank_A";"['AT']";"Tanks";170;0;"Descriptor_Unit_M901_TOW_US";;"Descriptor_OrderAvailability_M901A1_ITW_US";"WeaponDescriptor_M901A1_ITW_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M901_TOW_US";"Unit_M901_TOW_US";"Allied";"US";1.5;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;60.0;;58.5;;0.6923076923076923;22.5;45.0;7.0;360;480.0;;80;40;0.26;8.0;1979;0;0;1;1;;;"tank_B";"['AT']";"Tanks";120;0;;;"Descriptor_OrderAvailability_M901_TOW_US";"WeaponDescriptor_M901_TOW_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_M998_Humvee_US";"Unit_M998_Humvee_US";"Allied";"US";1.0;"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";10.0;0.0;;;72.0;;0.875;33.75;69.75;4.0;100;750.0;;40;10;0.13;15.0;1984;1;0;1;1;;;"tank_C";"['transport']";"Infantry";10;1;"Descriptor_Unit_M151_MUTT_trans_US";;"Descriptor_OrderAvailability_M998_Humvee_US";;;;;;;;;;;;;;;;;;;
"Descriptor_Unit_MANPAD_Igla_SOV";"Unit_MANPAD_Igla_SOV";"Axis";"SOV";2.5;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";2.0;0.0;15.950000000000001;;20.25;;0.0;13.5;69.75;0.1;;;;80;80;0.26;8.0;1981;0;0;4;4;;;"tank_B";"['AA']";"AT";35;0;;;"Descriptor_OrderAvailability_MANPAD_Igla_SOV";"WeaponDescriptor_MANPAD_Igla_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_MANPAD_Redeye_RFA";"Unit_MANPAD_Redeye_RFA";"Allied";"RFA";2.5;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";2.0;0.0;8.14;;20.25;;0.0;13.5;69.75;0.1;;;;80;80;0.26;8.0;1981;0;0;2;2;;;"tank_D";"['AA']";"AT";20;0;;;"Descriptor_OrderAvailability_MANPAD_Redeye_RFA";"WeaponDescriptor_MANPAD_Redeye_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_MANPAD_Stinger_C_US";"Unit_MANPAD_Stinger_C_US";"Allied";"US";2.5;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";2.0;0.0;18.84;;20.25;;0.0;13.5;69.75;0.1;;;;80;80;0.26;8.0;1981;0;0;5;5;;;"tank_A";"['AA']";"AT";40;0;;;"Descriptor_OrderAvailability_MANPAD_Stinger_C_US";"WeaponDescriptor_MANPAD_Stinger_C_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_MANPAD_Strela_2M_DDR";"Unit_MANPAD_Strela_2M_DDR";"Axis";"DDR";2.5;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";2.0;0.0;7.11;;20.25;;0.0;13.5;69.75;0.1;;;;80;80;0.26;8.0;1981;0;0;3;3;;;"tank_C";"['AA']";"AT";15;0;;;"Descriptor_OrderAvailability_MANPAD_Strela_2M_DDR";"WeaponDescriptor_MANPAD_Strela_2M_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_MAN_Kat_6x6_RFA";"Unit_MAN_Kat_6x6_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_leger";10.0;0.0;;;90.0;;0.5;33.75;69.75;3.0;;;;40;10;0.13;15.0;1982;0;0;1;1;;;"tank_B";"['supply']";"Logistic";55;1;"Descriptor_Unit_M113A1G_supply_RFA";1750.0;"Descriptor_OrderAvailability_MAN_Kat_6x6_RFA";;;;;;;;;;;;;;;;;;;
"Descriptor_Unit_MAN_Kat_6x6_trans_RFA";"Unit_MAN_Kat_6x6_trans_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_leger";10.0;0.0;;;90.0;;0.5;33.75;69.75;3.0;;;;40;10;0.13;15.0;1982;1;0;1;1;;;"tank_C";"['transport']";"Infantry";15;1;"Descriptor_Unit_Unimog_trans_RFA";;"Descriptor_OrderAvailability_MAN_Kat_6x6_trans_RFA";;;;;;;;;;;;;;;;;;;
"Descriptor_Unit_MFRW_RM70_DDR";"Unit_MFRW_RM70_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";10.0;0.0;40.0;;72.0;;0.875;33.75;69.75;4.0;500;400.0;;40;10;0.13;15.0;1986;0;0;3;1;;;"tank_C";"['mlrs']";"Support";260;0;"Descriptor_Unit_BM21_Grad_DDR";;"Descriptor_OrderAvailability_MFRW_RM70_DDR";"WeaponDescriptor_MFRW_RM70_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_MP_RCL_US";"Unit_MP_RCL_US";"Allied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";5.0;0.0;17.95;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;2;2;;;"tank_D";"['infantry_half']";"Infantry";40;0;"Descriptor_Unit_MP_US";;"Descriptor_OrderAvailability_MP_RCL_US";"WeaponDescriptor_MP_RCL_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_MP_US";"Unit_MP_US";"Allied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";5.0;0.0;9.77;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;2;2;;;"tank_D";"['infantry_half']";"Infantry";20;0;;;"Descriptor_OrderAvailability_MP_US";"WeaponDescriptor_MP_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_MTLB_Shturm_SOV";"Unit_MTLB_Shturm_SOV";"Axis";"SOV";1.5;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;90.0;;54.0;;0.8333333333333333;22.5;45.0;7.0;500;500.0;;80;40;0.26;8.0;1987;0;0;1;1;;;"tank_A";"['AT']";"Tanks";180;0;"Descriptor_Unit_BRDM_2_Konkurs_SOV";;"Descriptor_OrderAvailability_MTLB_Shturm_SOV";"WeaponDescriptor_MTLB_Shturm_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_MTLB_Strela10_DDR";"Unit_MTLB_Strela10_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;36.0;;54.0;;0.8333333333333333;22.5;45.0;7.0;400;400.0;;60;120;0.2;10.0;0;0;0;1;3;;;"tank_C";"['AA']";"AT";90;0;;;"Descriptor_OrderAvailability_MTLB_Strela10_DDR";"WeaponDescriptor_MTLB_Strela10_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_MTLB_Strela10_SOV";"Unit_MTLB_Strela10_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;36.0;;54.0;;0.8333333333333333;22.5;45.0;7.0;450;500.0;;60;120;0.2;10.0;1989;0;0;1;3;;;"tank_C";"['AA']";"AT";90;0;"Descriptor_Unit_BRDM_Strela_1_SOV";;"Descriptor_OrderAvailability_MTLB_Strela10_SOV";"WeaponDescriptor_MTLB_Strela10_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_MTLB_supply_DDR";"Unit_MTLB_supply_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;;;54.0;;0.8333333333333333;22.5;45.0;7.0;;;;40;10;0.13;15.0;0;0;0;1;1;;;"tank_C";"['supply']";"Logistic";20;0;;500.0;"Descriptor_OrderAvailability_MTLB_supply_DDR";;;;;;;;;;;;;;;;;;;
"Descriptor_Unit_MTLB_supply_SOV";"Unit_MTLB_supply_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;;;54.0;;0.8333333333333333;22.5;45.0;7.0;;;;40;10;0.13;15.0;1987;0;0;1;1;;;"tank_C";"['supply']";"Logistic";20;0;;500.0;"Descriptor_OrderAvailability_MTLB_supply_SOV";;;;;;;;;;;;;;;;;;;
"Descriptor_Unit_MTLB_trans_DDR";"Unit_MTLB_trans_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;5.0;;54.0;;0.8333333333333333;22.5;45.0;7.0;375;500.0;;40;10;0.13;15.0;0;1;0;1;1;;;"tank_B";"['transport']";"Tanks";20;0;;;"Descriptor_OrderAvailability_MTLB_trans_DDR";"WeaponDescriptor_MTLB_trans_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_MTLB_transp_SOV";"Unit_MTLB_transp_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;5.0;;54.0;;0.8333333333333333;22.5;45.0;7.0;500;500.0;;40;10;0.13;15.0;1987;1;0;1;1;;;"tank_B";"['transport']";"Tanks";20;0;;;"Descriptor_OrderAvailability_MTLB_transp_SOV";"WeaponDescriptor_MTLB_transp_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Marder_1A2_MILAN_RFA";"Unit_Marder_1A2_MILAN_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Blindage_4";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;279.65;;63.0;;0.5714285714285714;22.5;69.75;5.0;500;500.0;;60;20;0.2;10.0;0;1;0;1;1;;;"tank_B";"['ifv']";"Tanks";35;0;"Descriptor_Unit_Marder_1A2_RFA";;"Descriptor_OrderAvailability_Marder_1A2_MILAN_RFA";"WeaponDescriptor_Marder_1A2_MILAN_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Marder_1A2_RFA";"Unit_Marder_1A2_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Blindage_4";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;69.65;;58.5;;0.6923076923076923;22.5;45.0;7.0;500;500.0;;60;20;0.2;10.0;0;1;0;1;1;;;"tank_C";"['ifv']";"Tanks";25;0;;;"Descriptor_OrderAvailability_Marder_1A2_RFA";"WeaponDescriptor_Marder_1A2_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Marder_1A3_MILAN_RFA";"Unit_Marder_1A3_MILAN_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Blindage_5";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";10.0;0.0;279.65;;58.5;;0.6923076923076923;22.5;45.0;7.0;500;500.0;;60;20;0.2;10.0;0;1;0;1;1;;;"tank_B";"['ifv']";"Tanks";40;0;"Descriptor_Unit_Marder_1A3_RFA";;"Descriptor_OrderAvailability_Marder_1A3_MILAN_RFA";"WeaponDescriptor_Marder_1A3_MILAN_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Marder_1A3_RFA";"Unit_Marder_1A3_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Blindage_5";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";10.0;0.0;69.65;;58.5;;0.6923076923076923;22.5;45.0;7.0;500;500.0;;60;20;0.2;10.0;0;1;0;1;1;;;"tank_C";"['ifv']";"Tanks";30;0;;;"Descriptor_OrderAvailability_Marder_1A3_RFA";"WeaponDescriptor_Marder_1A3_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Marder_Roland_2_RFA";"Unit_Marder_Roland_2_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";10.0;0.0;134.88;;63.0;;0.5714285714285714;22.5;69.75;5.0;400;400.0;;60;120;0.2;10.0;0;0;0;1;4;;;"tank_B";"['AA']";"AT";110;0;;;"Descriptor_OrderAvailability_Marder_Roland_2_RFA";"WeaponDescriptor_Marder_Roland_2_RFA";;;;;;;;;;;;;;;;;;
